fmt,search_name,date,adp
2qb,ATL,2026-08-27,151.1
2qb,BAL,2026-08-27,154.8
2qb,BUF,2026-08-27,159.8
2qb,CHI,2026-08-27,152.8
2qb,CLE,2026-08-27,156.9
2qb,DAL,2026-08-27,149.8
2qb,DEN,2026-08-27,107.8
2qb,DET,2026-08-27,138.6
2qb,GB,2026-08-27,152.0
2qb,HOU,2026-08-27,117.3
2qb,JAX,2026-08-27,155.1
2qb,LA,2026-08-27,129.8
2qb,LAC,2026-08-27,144.2
2qb,MIN,2026-08-27,129.2
2qb,NE,2026-08-27,138.5
2qb,NO,2026-08-27,166.8
2qb,PHI,2026-08-27,139.0
2qb,PIT,2026-08-27,141.7
2qb,SEA,2026-08-27,107.5
2qb,SF,2026-08-27,129.9
2qb,TEN,2026-08-27,150.4
2qb,aaronjones,2026-08-27,123.6
2qb,aaronrodgers,2026-08-27,113.5
2qb,adonaimitchell,2026-08-27,169.9
2qb,ajbarner,2026-08-27,136.0
2qb,ajbrown,2026-08-27,34.8
2qb,alecpierce,2026-08-27,70.5
2qb,alvinkamara,2026-08-27,150.8
2qb,amonrastbrown,2026-08-27,13.5
2qb,andyborregales,2026-08-27,145.8
2qb,antoniowilliams,2026-08-27,161.2
2qb,ashtonjeanty,2026-08-27,30.1
2qb,bakermayfield,2026-08-27,42.1
2qb,bhayshultuten,2026-08-27,66.6
2qb,bijanrobinson,2026-08-27,2.6
2qb,blakecorum,2026-08-27,122.9
2qb,blakegrupe,2026-08-27,159.6
2qb,bonix,2026-08-27,30.6
2qb,braelonallen,2026-08-27,143.4
2qb,brandonaubrey,2026-08-27,127.7
2qb,breecehall,2026-08-27,48.7
2qb,brentonstrange,2026-08-27,139.2
2qb,brianrobinson,2026-08-27,160.8
2qb,brianthomas,2026-08-27,89.3
2qb,brockbowers,2026-08-27,60.9
2qb,brockpurdy,2026-08-27,19.2
2qb,bryceyoung,2026-08-27,89.9
2qb,buckyirving,2026-08-27,64.6
2qb,cairosantos,2026-08-27,152.6
2qb,calebwilliams,2026-08-27,21.9
2qb,calvinridley,2026-08-27,138.8
2qb,camerondicker,2026-08-27,139.3
2qb,camlittle,2026-08-27,152.0
2qb,camskattebo,2026-08-27,52.4
2qb,camward,2026-08-27,99.8
2qb,carnelltate,2026-08-27,92.1
2qb,carsonbeck,2026-08-27,142.7
2qb,ceedeelamb,2026-08-27,25.1
2qb,chasebrown,2026-08-27,30.4
2qb,chasemclaughlin,2026-08-27,150.2
2qb,chigokonkwo,2026-08-27,143.8
2qb,chimeredike,2026-08-27,123.5
2qb,chrisboswell,2026-08-27,149.2
2qb,chrisgodwin,2026-08-27,101.2
2qb,chrisolave,2026-08-27,41.6
2qb,chrisrodriguez,2026-08-27,152.3
2qb,christianmccaffrey,2026-08-27,10.1
2qb,christianwatson,2026-08-27,74.7
2qb,chubahubbard,2026-08-27,97.2
2qb,cjstroud,2026-08-27,73.2
2qb,colstonloveland,2026-08-27,82.2
2qb,cooperkupp,2026-08-27,164.7
2qb,courtlandsutton,2026-08-27,79.5
2qb,dakprescott,2026-08-27,13.6
2qb,dallasgoedert,2026-08-27,112.8
2qb,daltonkincaid,2026-08-27,143.1
2qb,dandreswift,2026-08-27,58.7
2qb,danieljones,2026-08-27,74.0
2qb,davanteadams,2026-08-27,51.8
2qb,davidmontgomery,2026-08-27,73.1
2qb,deebosamuel,2026-08-27,116.0
2qb,denzelboston,2026-08-27,158.4
2qb,derrickhenry,2026-08-27,10.6
2qb,deshaunwatson,2026-08-27,138.7
2qb,devonachane,2026-08-27,21.0
2qb,devontasmith,2026-08-27,55.7
2qb,dezhaunstribling,2026-08-27,135.0
2qb,djmoore,2026-08-27,68.8
2qb,dkmetcalf,2026-08-27,82.3
2qb,dontayvionwicks,2026-08-27,157.8
2qb,drakelondon,2026-08-27,24.2
2qb,drakemaye,2026-08-27,7.1
2qb,eddypineiro,2026-08-27,154.8
2qb,emekaegbuka,2026-08-27,50.3
2qb,evanmcpherson,2026-08-27,153.9
2qb,fernandomendoza,2026-08-27,131.9
2qb,garrettwilson,2026-08-27,59.1
2qb,genosmith,2026-08-27,120.1
2qb,georgekittle,2026-08-27,129.4
2qb,georgepickens,2026-08-27,33.3
2qb,germiebernard,2026-08-27,147.0
2qb,haroldfannin,2026-08-27,106.8
2qb,harrisonbutker,2026-08-27,158.9
2qb,harrisonmevis,2026-08-27,145.4
2qb,hunterhenry,2026-08-27,149.3
2qb,isaacteslaa,2026-08-27,160.3
2qb,isaiahlikely,2026-08-27,140.3
2qb,isiahpacheco,2026-08-27,146.8
2qb,jacobybrissett,2026-08-27,110.1
2qb,jacorycroskeymerritt,2026-08-27,107.8
2qb,jadarianprice,2026-08-27,86.0
2qb,jahmyrgibbs,2026-08-27,1.8
2qb,jakebates,2026-08-27,145.3
2qb,jakeelliott,2026-08-27,159.5
2qb,jakeferguson,2026-08-27,140.0
2qb,jakobilane,2026-08-27,155.2
2qb,jakobimeyers,2026-08-27,102.4
2qb,jalencoker,2026-08-27,137.8
2qb,jalenhurts,2026-08-27,17.2
2qb,jalenmcmillan,2026-08-27,147.8
2qb,jalennailor,2026-08-27,154.3
2qb,jamarrchase,2026-08-27,6.6
2qb,jamescook,2026-08-27,15.8
2qb,jamesonwilliams,2026-08-27,52.5
2qb,jaredgoff,2026-08-27,24.8
2qb,jasonmyers,2026-08-27,133.2
2qb,jauanjennings,2026-08-27,155.2
2qb,javontewilliams,2026-08-27,46.4
2qb,jaxonsmithnjigba,2026-08-27,8.4
2qb,jaxsondart,2026-08-27,30.8
2qb,jaydendaniels,2026-08-27,13.9
2qb,jaydenhiggins,2026-08-27,136.1
2qb,jaydenreed,2026-08-27,104.6
2qb,jaylenwaddle,2026-08-27,73.1
2qb,jaylenwarren,2026-08-27,93.4
2qb,jeremiyahlove,2026-08-27,48.8
2qb,jerryjeudy,2026-08-27,141.8
2qb,jjmccarthy,2026-08-27,146.2
2qb,jkdobbins,2026-08-27,95.1
2qb,joeburrow,2026-08-27,9.2
2qb,johnmetchie,2026-08-27,144.7
2qb,jonahcoleman,2026-08-27,140.8
2qb,jonathantaylor,2026-08-27,5.5
2qb,jonathonbrooks,2026-08-27,117.7
2qb,jordanaddison,2026-08-27,100.8
2qb,jordanlove,2026-08-27,59.3
2qb,jordanmason,2026-08-27,120.8
2qb,jordyntyson,2026-08-27,115.3
2qb,joshallen,2026-08-27,1.7
2qb,joshdowns,2026-08-27,120.7
2qb,joshjacobs,2026-08-27,34.7
2qb,justinherbert,2026-08-27,25.9
2qb,justinjefferson,2026-08-27,28.3
2qb,juwanjohnson,2026-08-27,145.5
2qb,kaelonblack,2026-08-27,133.6
2qb,kaimifairbairn,2026-08-27,135.9
2qb,kayshonboutte,2026-08-27,165.3
2qb,kaytronallen,2026-08-27,168.6
2qb,kcconcepcion,2026-08-27,136.2
2qb,keatonmitchell,2026-08-27,141.4
2qb,keenanallen,2026-08-27,157.6
2qb,kennethwalker,2026-08-27,38.5
2qb,kennygainwell,2026-08-27,130.9
2qb,kenyonsadiq,2026-08-27,136.4
2qb,khalilshakir,2026-08-27,135.1
2qb,kirkcousins,2026-08-27,144.5
2qb,kylemonangai,2026-08-27,113.0
2qb,kylepitts,2026-08-27,111.6
2qb,kylermurray,2026-08-27,52.9
2qb,kyrenwilliams,2026-08-27,40.1
2qb,laddmcconkey,2026-08-27,66.3
2qb,lamarjackson,2026-08-27,8.3
2qb,lutherburden,2026-08-27,79.7
2qb,makailemon,2026-08-27,119.8
2qb,malachifields,2026-08-27,162.9
2qb,maliknabers,2026-08-27,47.6
2qb,malikwashington,2026-08-27,165.4
2qb,malikwillis,2026-08-27,82.5
2qb,markandrews,2026-08-27,124.6
2qb,marshawnlloyd,2026-08-27,164.1
2qb,marvinharrison,2026-08-27,84.7
2qb,matthewgolden,2026-08-27,122.2
2qb,matthewstafford,2026-08-27,17.2
2qb,michaelpenix,2026-08-27,144.5
2qb,michaelpittman,2026-08-27,108.6
2qb,michaelwilson,2026-08-27,99.7
2qb,mikeevans,2026-08-27,75.8
2qb,mikewashington,2026-08-27,149.1
2qb,nickfolk,2026-08-27,157.5
2qb,nicocollins,2026-08-27,36.1
2qb,omarcooper,2026-08-27,167.2
2qb,omarionhampton,2026-08-27,38.9
2qb,orondegadsden,2026-08-27,134.8
2qb,parkerwashington,2026-08-27,85.9
2qb,patfreiermuth,2026-08-27,134.0
2qb,patrickmahomes,2026-08-27,24.0
2qb,pukanacua,2026-08-27,4.7
2qb,quentinjohnston,2026-08-27,95.1
2qb,quinshonjudkins,2026-08-27,67.0
2qb,rachaadwhite,2026-08-27,128.3
2qb,rasheerice,2026-08-27,29.7
2qb,rashidshaheed,2026-08-27,129.7
2qb,rashodbateman,2026-08-27,144.1
2qb,rhamondrestevenson,2026-08-27,88.9
2qb,rickypearsall,2026-08-27,125.5
2qb,ricodowdle,2026-08-27,91.0
2qb,rjharvey,2026-08-27,117.5
2qb,romeodoubs,2026-08-27,125.0
2qb,romeodunze,2026-08-27,61.5
2qb,samdarnold,2026-08-27,57.9
2qb,samlaporta,2026-08-27,115.4
2qb,saquonbarkley,2026-08-27,24.9
2qb,shedeursanders,2026-08-27,139.5
2qb,stefondiggs,2026-08-27,115.9
2qb,tankbigsby,2026-08-27,154.0
2qb,tankdell,2026-08-27,161.1
2qb,teehiggins,2026-08-27,51.7
2qb,terrymclaurin,2026-08-27,64.2
2qb,tetairoamcmillan,2026-08-27,52.7
2qb,theowease,2026-08-27,143.7
2qb,tonypollard,2026-08-27,82.9
2qb,travisetienne,2026-08-27,57.7
2qb,travishunter,2026-08-27,152.8
2qb,traviskelce,2026-08-27,138.9
2qb,treharris,2026-08-27,160.2
2qb,tretucker,2026-08-27,139.5
2qb,treveyonhenderson,2026-08-27,74.9
2qb,trevorlawrence,2026-08-27,19.6
2qb,treymcbride,2026-08-27,64.6
2qb,treysmack,2026-08-27,162.3
2qb,tuatagovailoa,2026-08-27,136.7
2qb,tuckerkraft,2026-08-27,101.4
2qb,tyjaespears,2026-08-27,146.2
2qb,tylerallgeier,2026-08-27,155.8
2qb,tylerbass,2026-08-27,158.2
2qb,tylerloop,2026-08-27,151.4
2qb,tylershough,2026-08-27,48.8
2qb,tylerwarren,2026-08-27,90.0
2qb,tyronetracy,2026-08-27,157.3
2qb,wandalerobinson,2026-08-27,122.6
2qb,willreichard,2026-08-27,154.7
2qb,willutz,2026-08-27,161.6
2qb,woodymarks,2026-08-27,151.3
2qb,xavierworthy,2026-08-27,107.1
2qb,zachcharbonnet,2026-08-27,140.6
2qb,zayflowers,2026-08-27,41.7
half-ppr,ATL,2026-08-27,181.7
half-ppr,BAL,2026-08-27,166.8
half-ppr,BUF,2026-08-27,164.6
half-ppr,CHI,2026-08-27,178.2
half-ppr,CIN,2026-08-27,180.2
half-ppr,CLE,2026-08-27,161.1
half-ppr,DAL,2026-08-27,159.4
half-ppr,DEN,2026-08-27,92.1
half-ppr,DET,2026-08-27,125.6
half-ppr,HOU,2026-08-27,98.9
half-ppr,JAX,2026-08-27,160.6
half-ppr,LA,2026-08-27,112.3
half-ppr,LAC,2026-08-27,140.5
half-ppr,MIN,2026-08-27,111.2
half-ppr,NE,2026-08-27,130.9
half-ppr,NO,2026-08-27,176.1
half-ppr,PHI,2026-08-27,140.0
half-ppr,PIT,2026-08-27,135.5
half-ppr,SEA,2026-08-27,80.8
half-ppr,TEN,2026-08-27,173.6
half-ppr,aaronjones,2026-08-27,109.4
half-ppr,adonaimitchell,2026-08-27,161.3
half-ppr,ajbrown,2026-08-27,19.6
half-ppr,alecpierce,2026-08-27,62.1
half-ppr,alvinkamara,2026-08-27,157.4
half-ppr,amonrastbrown,2026-08-27,8.0
half-ppr,andyborregales,2026-08-27,172.8
half-ppr,ashtonjeanty,2026-08-27,20.6
half-ppr,bakermayfield,2026-08-27,134.0
half-ppr,bhayshultuten,2026-08-27,52.6
half-ppr,bijanrobinson,2026-08-27,2.3
half-ppr,blakecorum,2026-08-27,121.9
half-ppr,blakegrupe,2026-08-27,158.4
half-ppr,bonix,2026-08-27,112.5
half-ppr,braelonallen,2026-08-27,162.3
half-ppr,brandonaubrey,2026-08-27,133.3
half-ppr,breecehall,2026-08-27,33.1
half-ppr,brentonstrange,2026-08-27,173.0
half-ppr,brianrobinson,2026-08-27,164.1
half-ppr,brianthomas,2026-08-27,70.0
half-ppr,brockbowers,2026-08-27,43.5
half-ppr,brockpurdy,2026-08-27,90.3
half-ppr,buckyirving,2026-08-27,47.7
half-ppr,cairosantos,2026-08-27,174.4
half-ppr,calebdouglas,2026-08-27,173.9
half-ppr,calebwilliams,2026-08-27,92.2
half-ppr,calvinridley,2026-08-27,137.0
half-ppr,camerondicker,2026-08-27,145.3
half-ppr,camlittle,2026-08-27,150.9
half-ppr,camskattebo,2026-08-27,39.0
half-ppr,camward,2026-08-27,164.6
half-ppr,carnelltate,2026-08-27,75.6
half-ppr,ceedeelamb,2026-08-27,12.5
half-ppr,chasebrown,2026-08-27,15.0
half-ppr,chasemclaughlin,2026-08-27,150.6
half-ppr,chrisgodwin,2026-08-27,76.2
half-ppr,chrisolave,2026-08-27,23.0
half-ppr,chrisrodriguez,2026-08-27,156.8
half-ppr,christianmccaffrey,2026-08-27,6.6
half-ppr,christianwatson,2026-08-27,55.6
half-ppr,chubahubbard,2026-08-27,86.3
half-ppr,cjstroud,2026-08-27,162.4
half-ppr,colstonloveland,2026-08-27,61.6
half-ppr,cooperkupp,2026-08-27,154.8
half-ppr,courtlandsutton,2026-08-27,59.6
half-ppr,cyrusallen,2026-08-27,156.1
half-ppr,dakprescott,2026-08-27,65.7
half-ppr,dallasgoedert,2026-08-27,103.7
half-ppr,daltonkincaid,2026-08-27,150.0
half-ppr,daltonschultz,2026-08-27,179.2
half-ppr,dandreswift,2026-08-27,43.2
half-ppr,danieljones,2026-08-27,167.2
half-ppr,dariusslayton,2026-08-27,162.1
half-ppr,davanteadams,2026-08-27,37.8
half-ppr,davidmontgomery,2026-08-27,55.7
half-ppr,deebosamuel,2026-08-27,100.3
half-ppr,denzelboston,2026-08-27,143.2
half-ppr,derrickhenry,2026-08-27,9.8
half-ppr,devaughnvele,2026-08-27,164.8
half-ppr,devonachane,2026-08-27,11.7
half-ppr,devontasmith,2026-08-27,31.3
half-ppr,dezhaunstribling,2026-08-27,128.5
half-ppr,djmoore,2026-08-27,45.4
half-ppr,dkmetcalf,2026-08-27,64.9
half-ppr,dontayvionwicks,2026-08-27,180.4
half-ppr,drakelondon,2026-08-27,12.1
half-ppr,drakemaye,2026-08-27,50.8
half-ppr,dylansampson,2026-08-27,175.5
half-ppr,eddypineiro,2026-08-27,157.3
half-ppr,emekaegbuka,2026-08-27,33.8
half-ppr,emmettjohnson,2026-08-27,149.3
half-ppr,evanmcpherson,2026-08-27,172.9
half-ppr,garrettwilson,2026-08-27,30.8
half-ppr,georgekittle,2026-08-27,113.0
half-ppr,georgepickens,2026-08-27,19.7
half-ppr,haroldfannin,2026-08-27,83.1
half-ppr,harrisonbutker,2026-08-27,166.1
half-ppr,harrisonmevis,2026-08-27,147.5
half-ppr,hunterhenry,2026-08-27,162.3
half-ppr,isaiahlikely,2026-08-27,134.7
half-ppr,isiahpacheco,2026-08-27,157.0
half-ppr,jacorycroskeymerritt,2026-08-27,101.5
half-ppr,jadarianprice,2026-08-27,73.2
half-ppr,jahmyrgibbs,2026-08-27,1.5
half-ppr,jakebates,2026-08-27,144.6
half-ppr,jakeferguson,2026-08-27,140.5
half-ppr,jakobilane,2026-08-27,165.4
half-ppr,jakobimeyers,2026-08-27,86.7
half-ppr,jalencoker,2026-08-27,117.8
half-ppr,jalenhurts,2026-08-27,79.9
half-ppr,jalenmcmillan,2026-08-27,135.0
half-ppr,jalennailor,2026-08-27,142.6
half-ppr,jamarrchase,2026-08-27,3.9
half-ppr,jamescook,2026-08-27,9.2
half-ppr,jamesonwilliams,2026-08-27,39.0
half-ppr,jaredgoff,2026-08-27,100.4
half-ppr,jasonmyers,2026-08-27,141.3
half-ppr,jauanjennings,2026-08-27,140.1
half-ppr,javontewilliams,2026-08-27,33.2
half-ppr,jaxonsmithnjigba,2026-08-27,5.1
half-ppr,jaxsondart,2026-08-27,119.9
half-ppr,jaydendaniels,2026-08-27,71.9
half-ppr,jaydenreed,2026-08-27,88.3
half-ppr,jaylenwaddle,2026-08-27,47.1
half-ppr,jaylenwarren,2026-08-27,61.4
half-ppr,jeremiyahlove,2026-08-27,29.3
half-ppr,jerryjeudy,2026-08-27,126.4
half-ppr,jkdobbins,2026-08-27,77.9
half-ppr,joeburrow,2026-08-27,57.2
half-ppr,jonahcoleman,2026-08-27,168.0
half-ppr,jonathantaylor,2026-08-27,5.7
half-ppr,jonathonbrooks,2026-08-27,89.5
half-ppr,jordanaddison,2026-08-27,85.5
half-ppr,jordanlove,2026-08-27,152.6
half-ppr,jordanmason,2026-08-27,114.3
half-ppr,jordyntyson,2026-08-27,157.8
half-ppr,joshallen,2026-08-27,32.9
half-ppr,joshdowns,2026-08-27,91.4
half-ppr,joshjacobs,2026-08-27,26.0
half-ppr,justinherbert,2026-08-27,108.3
half-ppr,justinjefferson,2026-08-27,14.2
half-ppr,juwanjohnson,2026-08-27,161.6
half-ppr,kaelonblack,2026-08-27,155.4
half-ppr,kaimifairbairn,2026-08-27,131.9
half-ppr,kayshonboutte,2026-08-27,164.3
half-ppr,kcconcepcion,2026-08-27,117.1
half-ppr,keatonmitchell,2026-08-27,156.3
half-ppr,keenanallen,2026-08-27,137.3
half-ppr,kennethwalker,2026-08-27,20.3
half-ppr,kennygainwell,2026-08-27,100.7
half-ppr,kenyonsadiq,2026-08-27,178.0
half-ppr,khalilshakir,2026-08-27,109.0
half-ppr,kylemonangai,2026-08-27,100.6
half-ppr,kylepitts,2026-08-27,82.5
half-ppr,kylermurray,2026-08-27,137.0
half-ppr,kyrenwilliams,2026-08-27,27.5
half-ppr,laddmcconkey,2026-08-27,40.8
half-ppr,lamarjackson,2026-08-27,55.2
half-ppr,lutherburden,2026-08-27,57.2
half-ppr,makailemon,2026-08-27,112.0
half-ppr,maliknabers,2026-08-27,25.9
half-ppr,malikwashington,2026-08-27,146.2
half-ppr,malikwillis,2026-08-27,165.4
half-ppr,markandrews,2026-08-27,124.8
half-ppr,marshawnlloyd,2026-08-27,163.8
half-ppr,marvinharrison,2026-08-27,66.6
half-ppr,matthewgolden,2026-08-27,102.7
half-ppr,matthewstafford,2026-08-27,75.3
half-ppr,michaelpittman,2026-08-27,80.9
half-ppr,michaelwilson,2026-08-27,74.2
half-ppr,mikeevans,2026-08-27,54.1
half-ppr,mikewashington,2026-08-27,151.0
half-ppr,nicocollins,2026-08-27,19.0
half-ppr,omarionhampton,2026-08-27,24.0
half-ppr,parkerwashington,2026-08-27,65.0
half-ppr,patrickmahomes,2026-08-27,102.3
half-ppr,pukanacua,2026-08-27,3.1
half-ppr,quentinjohnston,2026-08-27,87.8
half-ppr,quinshonjudkins,2026-08-27,51.4
half-ppr,rachaadwhite,2026-08-27,120.3
half-ppr,rasheerice,2026-08-27,15.0
half-ppr,rashidshaheed,2026-08-27,119.5
half-ppr,rashodbateman,2026-08-27,132.3
half-ppr,rhamondrestevenson,2026-08-27,63.2
half-ppr,ricodowdle,2026-08-27,74.5
half-ppr,rjharvey,2026-08-27,103.2
half-ppr,romeodoubs,2026-08-27,107.5
half-ppr,romeodunze,2026-08-27,49.1
half-ppr,ryanflournoy,2026-08-27,159.4
half-ppr,samdarnold,2026-08-27,149.2
half-ppr,samlaporta,2026-08-27,125.1
half-ppr,saquonbarkley,2026-08-27,17.4
half-ppr,stefondiggs,2026-08-27,95.3
half-ppr,tankbigsby,2026-08-27,154.0
half-ppr,tankdell,2026-08-27,152.5
half-ppr,teehiggins,2026-08-27,36.2
half-ppr,terranceferguson,2026-08-27,190.7
half-ppr,terrymclaurin,2026-08-27,45.1
half-ppr,tetairoamcmillan,2026-08-27,30.3
half-ppr,tjhockenson,2026-08-27,172.7
half-ppr,tonypollard,2026-08-27,67.8
half-ppr,travisetienne,2026-08-27,37.2
half-ppr,travishunter,2026-08-27,164.1
half-ppr,traviskelce,2026-08-27,118.7
half-ppr,treharris,2026-08-27,176.0
half-ppr,tretucker,2026-08-27,128.9
half-ppr,treveyonhenderson,2026-08-27,63.7
half-ppr,trevorlawrence,2026-08-27,91.7
half-ppr,treymcbride,2026-08-27,38.1
half-ppr,treysmack,2026-08-27,169.1
half-ppr,troyfranklin,2026-08-27,190.1
half-ppr,tuckerkraft,2026-08-27,94.6
half-ppr,tyjaespears,2026-08-27,143.7
half-ppr,tylerallgeier,2026-08-27,155.3
half-ppr,tylerloop,2026-08-27,146.9
half-ppr,tylershough,2026-08-27,139.0
half-ppr,tylerwarren,2026-08-27,72.0
half-ppr,tyronetracy,2026-08-27,164.1
half-ppr,wandalerobinson,2026-08-27,93.0
half-ppr,willreichard,2026-08-27,159.2
half-ppr,willutz,2026-08-27,157.0
half-ppr,woodymarks,2026-08-27,140.6
half-ppr,xavierworthy,2026-08-27,99.5
half-ppr,zachcharbonnet,2026-08-27,132.7
half-ppr,zayflowers,2026-08-27,24.8
ppr,ATL,2026-08-27,174.9
ppr,BAL,2026-08-27,163.4
ppr,BUF,2026-08-27,160.9
ppr,CHI,2026-08-27,173.4
ppr,CIN,2026-08-27,179.3
ppr,CLE,2026-08-27,158.7
ppr,DAL,2026-08-27,166.0
ppr,DEN,2026-08-27,86.8
ppr,DET,2026-08-27,129.2
ppr,GB,2026-08-27,156.2
ppr,HOU,2026-08-27,97.8
ppr,JAX,2026-08-27,155.8
ppr,LA,2026-08-27,107.7
ppr,LAC,2026-08-27,140.1
ppr,MIN,2026-08-27,110.4
ppr,NE,2026-08-27,128.5
ppr,NO,2026-08-27,173.0
ppr,NYG,2026-08-27,168.1
ppr,PHI,2026-08-27,137.9
ppr,PIT,2026-08-27,134.4
ppr,SEA,2026-08-27,81.7
ppr,SF,2026-08-27,113.5
ppr,TEN,2026-08-27,171.0
ppr,WAS,2026-08-27,195.9
ppr,aaronjones,2026-08-27,104.3
ppr,aaronrodgers,2026-08-27,165.6
ppr,adonaimitchell,2026-08-27,164.3
ppr,ajbarner,2026-08-27,158.9
ppr,ajbrown,2026-08-27,17.6
ppr,alecpierce,2026-08-27,68.7
ppr,alvinkamara,2026-08-27,150.3
ppr,amonrastbrown,2026-08-27,6.4
ppr,andyborregales,2026-08-27,169.2
ppr,ashtonjeanty,2026-08-27,17.6
ppr,bakermayfield,2026-08-27,129.9
ppr,bhayshultuten,2026-08-27,52.9
ppr,bijanrobinson,2026-08-27,2.2
ppr,blakecorum,2026-08-27,122.5
ppr,blakegrupe,2026-08-27,162.1
ppr,bonix,2026-08-27,111.5
ppr,braelonallen,2026-08-27,158.1
ppr,brandonaubrey,2026-08-27,128.5
ppr,breecehall,2026-08-27,34.7
ppr,brentonstrange,2026-08-27,160.6
ppr,brianrobinson,2026-08-27,160.3
ppr,brianthomas,2026-08-27,72.7
ppr,brockbowers,2026-08-27,35.0
ppr,brockpurdy,2026-08-27,87.2
ppr,bryceyoung,2026-08-27,163.4
ppr,bubmeans,2026-08-27,167.8
ppr,buckyirving,2026-08-27,45.2
ppr,cairosantos,2026-08-27,166.0
ppr,calebdouglas,2026-08-27,171.2
ppr,calebwilliams,2026-08-27,90.2
ppr,calvinridley,2026-08-27,144.8
ppr,camerondicker,2026-08-27,141.9
ppr,camlittle,2026-08-27,151.7
ppr,camskattebo,2026-08-27,38.8
ppr,camward,2026-08-27,169.1
ppr,carnelltate,2026-08-27,78.4
ppr,ceedeelamb,2026-08-27,10.7
ppr,chasebrown,2026-08-27,13.4
ppr,chasemclaughlin,2026-08-27,153.7
ppr,chigokonkwo,2026-08-27,159.8
ppr,chimeredike,2026-08-27,144.3
ppr,chrisboswell,2026-08-27,158.9
ppr,chrisgodwin,2026-08-27,79.3
ppr,chrisolave,2026-08-27,19.8
ppr,chrisrodriguez,2026-08-27,157.2
ppr,christianmccaffrey,2026-08-27,6.6
ppr,christianwatson,2026-08-27,58.9
ppr,chubahubbard,2026-08-27,81.2
ppr,cjstroud,2026-08-27,158.2
ppr,colstonloveland,2026-08-27,56.5
ppr,cooperkupp,2026-08-27,151.8
ppr,courtlandsutton,2026-08-27,60.2
ppr,cyrusallen,2026-08-27,148.8
ppr,dakprescott,2026-08-27,65.1
ppr,dallasgoedert,2026-08-27,105.9
ppr,daltonkincaid,2026-08-27,147.4
ppr,daltonschultz,2026-08-27,161.7
ppr,dandreswift,2026-08-27,45.8
ppr,danieljones,2026-08-27,160.0
ppr,dariusslayton,2026-08-27,175.9
ppr,davanteadams,2026-08-27,42.0
ppr,davidmontgomery,2026-08-27,58.2
ppr,davidnjoku,2026-08-27,154.0
ppr,deebosamuel,2026-08-27,107.3
ppr,denzelboston,2026-08-27,138.0
ppr,derrickhenry,2026-08-27,17.4
ppr,devaughnvele,2026-08-27,161.1
ppr,devonachane,2026-08-27,10.6
ppr,devontasmith,2026-08-27,29.5
ppr,dezhaunstribling,2026-08-27,132.8
ppr,djmoore,2026-08-27,47.8
ppr,dkmetcalf,2026-08-27,64.4
ppr,dominiczvada,2026-08-27,176.8
ppr,dontayvionwicks,2026-08-27,166.5
ppr,drakelondon,2026-08-27,10.2
ppr,drakemaye,2026-08-27,51.2
ppr,dylansampson,2026-08-27,157.6
ppr,eddypineiro,2026-08-27,164.4
ppr,emaridemercado,2026-08-27,159.0
ppr,emekaegbuka,2026-08-27,34.8
ppr,emmettjohnson,2026-08-27,158.1
ppr,evanmcpherson,2026-08-27,170.3
ppr,fernandomendoza,2026-08-27,164.7
ppr,garrettwilson,2026-08-27,25.6
ppr,genosmith,2026-08-27,183.7
ppr,georgekittle,2026-08-27,109.8
ppr,georgepickens,2026-08-27,20.7
ppr,germiebernard,2026-08-27,169.6
ppr,gregdulcich,2026-08-27,181.0
ppr,haroldfannin,2026-08-27,77.5
ppr,harrisonbutker,2026-08-27,161.1
ppr,harrisonmevis,2026-08-27,147.5
ppr,hunterhenry,2026-08-27,155.0
ppr,isaacteslaa,2026-08-27,164.1
ppr,isaiahlikely,2026-08-27,136.3
ppr,isiahpacheco,2026-08-27,152.4
ppr,jacobybrissett,2026-08-27,174.2
ppr,jacorycroskeymerritt,2026-08-27,115.2
ppr,jadarianprice,2026-08-27,75.2
ppr,jahmyrgibbs,2026-08-27,1.5
ppr,jakebates,2026-08-27,147.3
ppr,jakeelliott,2026-08-27,180.2
ppr,jakeferguson,2026-08-27,131.0
ppr,jakobilane,2026-08-27,157.0
ppr,jakobimeyers,2026-08-27,86.5
ppr,jalencoker,2026-08-27,121.6
ppr,jalenhurts,2026-08-27,78.4
ppr,jalenmcmillan,2026-08-27,134.8
ppr,jalennailor,2026-08-27,152.9
ppr,jamarrchase,2026-08-27,3.8
ppr,jamesconner,2026-08-27,167.8
ppr,jamescook,2026-08-27,12.6
ppr,jamesonwilliams,2026-08-27,44.5
ppr,jaredgoff,2026-08-27,100.6
ppr,jasonmyers,2026-08-27,136.8
ppr,jauanjennings,2026-08-27,147.0
ppr,javontewilliams,2026-08-27,37.0
ppr,jaxonsmithnjigba,2026-08-27,5.5
ppr,jaxsondart,2026-08-27,116.9
ppr,jaydendaniels,2026-08-27,71.9
ppr,jaydenhiggins,2026-08-27,132.5
ppr,jaydenreed,2026-08-27,93.8
ppr,jaydonblue,2026-08-27,167.2
ppr,jaylenwaddle,2026-08-27,45.2
ppr,jaylenwarren,2026-08-27,59.0
ppr,jaylinnoel,2026-08-27,163.7
ppr,jeremiyahlove,2026-08-27,27.8
ppr,jerryjeudy,2026-08-27,127.1
ppr,jkdobbins,2026-08-27,87.7
ppr,joeburrow,2026-08-27,57.2
