fmt,search_name,date,adp
ppr,quinshonjudkins,2026-08-29,50.5
ppr,rachaadwhite,2026-08-29,114.7
ppr,rasheerice,2026-08-29,15.3
ppr,rashidshaheed,2026-08-29,128.8
ppr,rashodbateman,2026-08-29,153.4
ppr,raydavis,2026-08-29,166.8
ppr,rhamondrestevenson,2026-08-29,62.6
ppr,ricodowdle,2026-08-29,74.9
ppr,rjharvey,2026-08-29,93.4
ppr,romeodoubs,2026-08-29,113.0
ppr,romeodunze,2026-08-29,53.8
ppr,ryanflournoy,2026-08-29,172.1
ppr,samajeperine,2026-08-29,155.8
ppr,samdarnold,2026-08-29,145.1
ppr,samlaporta,2026-08-29,117.9
ppr,saquonbarkley,2026-08-29,19.1
ppr,stefondiggs,2026-08-29,91.6
ppr,tankbigsby,2026-08-29,162.5
ppr,tankdell,2026-08-29,158.4
ppr,teehiggins,2026-08-29,37.1
ppr,terranceferguson,2026-08-29,164.7
ppr,terrymclaurin,2026-08-29,47.7
ppr,tetairoamcmillan,2026-08-29,30.9
ppr,tjhockenson,2026-08-29,163.7
ppr,tonypollard,2026-08-29,69.5
ppr,travisetienne,2026-08-29,37.0
ppr,travishunter,2026-08-29,163.8
ppr,traviskelce,2026-08-29,103.3
ppr,treharris,2026-08-29,167.9
ppr,tretucker,2026-08-29,132.2
ppr,treveyonhenderson,2026-08-29,64.1
ppr,trevorlawrence,2026-08-29,91.2
ppr,treymcbride,2026-08-29,29.1
ppr,treysmack,2026-08-29,162.5
ppr,troyfranklin,2026-08-29,182.1
ppr,tuatagovailoa,2026-08-29,161.9
ppr,tuckerkraft,2026-08-29,100.4
ppr,tyjaespears,2026-08-29,129.6
ppr,tyjohnson,2026-08-29,182.1
ppr,tylerallgeier,2026-08-29,155.7
ppr,tylerbass,2026-08-29,158.3
ppr,tylerloop,2026-08-29,156.5
ppr,tylershough,2026-08-29,135.6
ppr,tylerwarren,2026-08-29,65.4
ppr,tyronetracy,2026-08-29,156.3
ppr,wandalerobinson,2026-08-29,86.4
ppr,willreichard,2026-08-29,161.3
ppr,willutz,2026-08-29,159.6
ppr,woodymarks,2026-08-29,139.5
ppr,xavierhutchinson,2026-08-29,183.8
ppr,xavierlegette,2026-08-29,181.0
ppr,xavierworthy,2026-08-29,105.6
ppr,zachcharbonnet,2026-08-29,132.3
ppr,zayflowers,2026-08-29,26.5
standard,ATL,2026-08-29,165.3
standard,BAL,2026-08-29,160.3
standard,BUF,2026-08-29,161.5
standard,CLE,2026-08-29,159.2
standard,DAL,2026-08-29,155.0
standard,DEN,2026-08-29,90.7
standard,DET,2026-08-29,122.1
standard,HOU,2026-08-29,100.6
standard,JAX,2026-08-29,157.7
standard,LA,2026-08-29,112.0
standard,LAC,2026-08-29,143.5
standard,MIN,2026-08-29,114.6
standard,NE,2026-08-29,131.3
standard,NO,2026-08-29,167.6
standard,NYG,2026-08-29,149.4
standard,PHI,2026-08-29,136.4
standard,PIT,2026-08-29,135.6
standard,SEA,2026-08-29,83.8
standard,TEN,2026-08-29,163.0
standard,aaronjones,2026-08-29,114.5
standard,adonaimitchell,2026-08-29,163.2
standard,ajbrown,2026-08-29,20.2
standard,alecpierce,2026-08-29,54.8
standard,alvinkamara,2026-08-29,150.7
standard,amonrastbrown,2026-08-29,8.7
standard,andyborregales,2026-08-29,173.6
standard,ashtonjeanty,2026-08-29,23.2
standard,bakermayfield,2026-08-29,135.8
standard,bhayshultuten,2026-08-29,47.3
standard,bijanrobinson,2026-08-29,2.3
standard,blakecorum,2026-08-29,106.2
standard,blakegrupe,2026-08-29,167.6
standard,bonix,2026-08-29,117.2
standard,braelonallen,2026-08-29,142.4
standard,brandonaubrey,2026-08-29,126.9
standard,breecehall,2026-08-29,32.3
standard,brentonstrange,2026-08-29,166.0
standard,brianrobinson,2026-08-29,163.7
standard,brianthomas,2026-08-29,70.5
standard,brockbowers,2026-08-29,51.0
standard,brockpurdy,2026-08-29,88.8
standard,bubmeans,2026-08-29,162.6
standard,buckyirving,2026-08-29,46.0
standard,cairosantos,2026-08-29,162.0
standard,calebdouglas,2026-08-29,161.1
standard,calebwilliams,2026-08-29,90.4
standard,calvinridley,2026-08-29,134.1
standard,camerondicker,2026-08-29,144.2
standard,camlittle,2026-08-29,149.7
standard,camskattebo,2026-08-29,37.8
standard,carnelltate,2026-08-29,72.4
standard,ceedeelamb,2026-08-29,14.4
standard,chasebrown,2026-08-29,15.7
standard,chasemclaughlin,2026-08-29,149.6
standard,chrisboswell,2026-08-29,167.8
standard,chrisgodwin,2026-08-29,80.5
standard,chrisolave,2026-08-29,25.3
standard,chrisrodriguez,2026-08-29,148.4
standard,christianmccaffrey,2026-08-29,6.8
standard,christianwatson,2026-08-29,49.4
standard,chubahubbard,2026-08-29,84.2
standard,cjstroud,2026-08-29,164.9
standard,colbyparkinson,2026-08-29,155.8
standard,colstonloveland,2026-08-29,68.7
standard,cooperkupp,2026-08-29,153.7
standard,courtlandsutton,2026-08-29,60.7
standard,cyrusallen,2026-08-29,155.0
standard,dakprescott,2026-08-29,66.5
standard,dallasgoedert,2026-08-29,88.8
standard,daltonkincaid,2026-08-29,144.5
standard,dandreswift,2026-08-29,41.0
standard,danieljones,2026-08-29,169.2
standard,dariusslayton,2026-08-29,165.4
standard,davanteadams,2026-08-29,35.3
standard,davidmontgomery,2026-08-29,52.2
standard,deebosamuel,2026-08-29,92.9
standard,denzelboston,2026-08-29,137.4
standard,derrickhenry,2026-08-29,7.4
standard,devaughnvele,2026-08-29,167.6
standard,devonachane,2026-08-29,11.6
standard,devontasmith,2026-08-29,37.7
standard,dezhaunstribling,2026-08-29,123.7
standard,djmoore,2026-08-29,47.5
standard,dkmetcalf,2026-08-29,63.2
standard,dontayvionwicks,2026-08-29,150.8
standard,drakelondon,2026-08-29,13.1
standard,drakemaye,2026-08-29,50.2
standard,eddypineiro,2026-08-29,154.2
standard,emekaegbuka,2026-08-29,34.4
standard,evanmcpherson,2026-08-29,171.7
standard,garrettwilson,2026-08-29,39.3
standard,georgekittle,2026-08-29,113.0
standard,georgepickens,2026-08-29,20.0
standard,haroldfannin,2026-08-29,98.3
standard,harrisonbutker,2026-08-29,161.9
standard,harrisonmevis,2026-08-29,143.7
standard,hunterhenry,2026-08-29,146.9
standard,isaacteslaa,2026-08-29,157.2
standard,isaiahlikely,2026-08-29,137.7
standard,isiahpacheco,2026-08-29,155.5
standard,jacorycroskeymerritt,2026-08-29,87.7
standard,jadarianprice,2026-08-29,68.9
standard,jahmyrgibbs,2026-08-29,1.3
standard,jakebates,2026-08-29,150.9
standard,jakeferguson,2026-08-29,157.4
standard,jakobilane,2026-08-29,154.4
standard,jakobimeyers,2026-08-29,87.0
standard,jalencoker,2026-08-29,115.1
standard,jalenhurts,2026-08-29,81.1
standard,jalenmcmillan,2026-08-29,132.2
standard,jalennailor,2026-08-29,139.9
standard,jamarrchase,2026-08-29,4.7
standard,jamescook,2026-08-29,8.5
standard,jamesonwilliams,2026-08-29,33.0
standard,jaredgoff,2026-08-29,101.7
standard,jasonmyers,2026-08-29,129.0
standard,jauanjennings,2026-08-29,139.6
standard,javontewilliams,2026-08-29,27.4
standard,jaxonsmithnjigba,2026-08-29,6.2
standard,jaxsondart,2026-08-29,118.9
standard,jaydendaniels,2026-08-29,69.5
standard,jaydenreed,2026-08-29,89.0
standard,jaylenwaddle,2026-08-29,53.4
standard,jaylenwarren,2026-08-29,66.2
standard,jeremiyahlove,2026-08-29,30.9
standard,jerryjeudy,2026-08-29,125.0
standard,jkdobbins,2026-08-29,70.6
standard,joeburrow,2026-08-29,56.1
standard,jonahcoleman,2026-08-29,154.2
standard,jonathantaylor,2026-08-29,4.3
standard,jonathonbrooks,2026-08-29,89.3
standard,jordanaddison,2026-08-29,83.7
standard,jordanlove,2026-08-29,153.2
standard,jordanmason,2026-08-29,97.3
standard,jordyntyson,2026-08-29,156.0
standard,joshallen,2026-08-29,28.0
standard,joshdowns,2026-08-29,100.1
standard,joshjacobs,2026-08-29,20.3
standard,justinherbert,2026-08-29,109.7
standard,justinjefferson,2026-08-29,16.2
standard,juwanjohnson,2026-08-29,155.4
standard,kaelonblack,2026-08-29,154.4
standard,kaimifairbairn,2026-08-29,130.7
standard,kayshonboutte,2026-08-29,158.8
standard,kcconcepcion,2026-08-29,113.7
standard,keatonmitchell,2026-08-29,156.0
standard,keenanallen,2026-08-29,140.3
standard,kennethwalker,2026-08-29,20.4
standard,kennygainwell,2026-08-29,118.5
standard,khalilshakir,2026-08-29,113.3
standard,kimanividal,2026-08-29,157.0
standard,kylemonangai,2026-08-29,94.7
standard,kylepitts,2026-08-29,111.1
standard,kylermurray,2026-08-29,143.9
standard,kyrenwilliams,2026-08-29,22.0
standard,laddmcconkey,2026-08-29,43.2
standard,lamarjackson,2026-08-29,55.9
standard,lutherburden,2026-08-29,61.3
standard,makailemon,2026-08-29,110.8
standard,maliknabers,2026-08-29,28.7
standard,malikwashington,2026-08-29,149.4
standard,malikwillis,2026-08-29,162.2
standard,markandrews,2026-08-29,118.3
standard,marshawnlloyd,2026-08-29,157.9
standard,marvinharrison,2026-08-29,65.6
standard,matthewgolden,2026-08-29,94.8
standard,matthewstafford,2026-08-29,70.7
standard,michaelpittman,2026-08-29,90.5
standard,michaelwilson,2026-08-29,75.1
standard,mikeevans,2026-08-29,54.1
standard,mikewashington,2026-08-29,150.0
standard,nicocollins,2026-08-29,20.5
standard,omarionhampton,2026-08-29,24.0
standard,parkerwashington,2026-08-29,64.1
standard,patrickmahomes,2026-08-29,104.8
standard,pukanacua,2026-08-29,3.9
standard,quentinjohnston,2026-08-29,78.8
standard,quinshonjudkins,2026-08-29,49.3
standard,rachaadwhite,2026-08-29,130.1
standard,rasheerice,2026-08-29,17.7
standard,rashidshaheed,2026-08-29,109.5
standard,rashodbateman,2026-08-29,130.9
standard,raydavis,2026-08-29,163.5
standard,rhamondrestevenson,2026-08-29,61.2
standard,ricodowdle,2026-08-29,75.5
standard,rjharvey,2026-08-29,113.8
standard,romeodoubs,2026-08-29,99.3
standard,romeodunze,2026-08-29,45.6
standard,ryanflournoy,2026-08-29,163.8
standard,samdarnold,2026-08-29,152.4
standard,samlaporta,2026-08-29,125.5
standard,saquonbarkley,2026-08-29,12.3
standard,stefondiggs,2026-08-29,98.0
standard,tankbigsby,2026-08-29,155.2
standard,tankdell,2026-08-29,152.2
standard,teehiggins,2026-08-29,34.9
standard,terrymclaurin,2026-08-29,43.3
standard,tetairoamcmillan,2026-08-29,31.6
standard,tonypollard,2026-08-29,64.2
standard,travisetienne,2026-08-29,38.4
standard,travishunter,2026-08-29,165.5
standard,traviskelce,2026-08-29,137.4
standard,treharris,2026-08-29,164.2
standard,tretucker,2026-08-29,127.0
standard,treveyonhenderson,2026-08-29,58.9
standard,trevorlawrence,2026-08-29,88.4
standard,treymcbride,2026-08-29,48.7
standard,treysmack,2026-08-29,159.3
standard,tuckerkraft,2026-08-29,88.2
standard,tyjaespears,2026-08-29,157.3
standard,tylerallgeier,2026-08-29,152.8
standard,tylerbass,2026-08-29,160.5
standard,tylerloop,2026-08-29,147.6
standard,tylershough,2026-08-29,144.8
standard,tylerwarren,2026-08-29,79.3
standard,tyronetracy,2026-08-29,158.4
standard,wandalerobinson,2026-08-29,103.2
standard,willreichard,2026-08-29,160.4
standard,willutz,2026-08-29,167.1
standard,woodymarks,2026-08-29,136.5
standard,xavierworthy,2026-08-29,89.5
standard,zachcharbonnet,2026-08-29,129.9
standard,zayflowers,2026-08-29,25.5
2qb,ATL,2026-08-30,154.6
2qb,BAL,2026-08-30,154.7
2qb,BUF,2026-08-30,159.9
2qb,CHI,2026-08-30,157.0
2qb,CLE,2026-08-30,161.1
2qb,DAL,2026-08-30,148.8
2qb,DEN,2026-08-30,107.3
2qb,DET,2026-08-30,137.1
2qb,GB,2026-08-30,152.2
2qb,HOU,2026-08-30,117.2
2qb,JAX,2026-08-30,153.9
2qb,LA,2026-08-30,129.0
2qb,LAC,2026-08-30,144.7
2qb,MIN,2026-08-30,128.5
2qb,NE,2026-08-30,138.5
2qb,NO,2026-08-30,162.6
2qb,PHI,2026-08-30,138.0
2qb,PIT,2026-08-30,140.7
2qb,SEA,2026-08-30,105.7
2qb,SF,2026-08-30,134.8
2qb,TEN,2026-08-30,151.7
2qb,aaronjones,2026-08-30,124.5
2qb,aaronrodgers,2026-08-30,113.1
2qb,adonaimitchell,2026-08-30,168.3
2qb,ajbarner,2026-08-30,137.5
2qb,ajbrown,2026-08-30,34.8
2qb,alecpierce,2026-08-30,71.7
2qb,alvinkamara,2026-08-30,150.4
2qb,amonrastbrown,2026-08-30,13.1
2qb,andyborregales,2026-08-30,143.6
2qb,antoniowilliams,2026-08-30,159.0
2qb,ashtonjeanty,2026-08-30,30.8
2qb,bakermayfield,2026-08-30,42.7
2qb,bhayshultuten,2026-08-30,66.5
2qb,bijanrobinson,2026-08-30,2.6
2qb,blakecorum,2026-08-30,122.6
2qb,blakegrupe,2026-08-30,160.5
2qb,bonix,2026-08-30,30.3
2qb,braelonallen,2026-08-30,143.4
2qb,brandonaubrey,2026-08-30,126.9
2qb,breecehall,2026-08-30,49.1
2qb,brianrobinson,2026-08-30,158.3
2qb,brianthomas,2026-08-30,89.5
2qb,brockbowers,2026-08-30,60.7
2qb,brockpurdy,2026-08-30,19.7
2qb,bryceyoung,2026-08-30,89.7
2qb,buckyirving,2026-08-30,64.7
2qb,cairosantos,2026-08-30,152.5
2qb,calebwilliams,2026-08-30,21.7
2qb,calvinridley,2026-08-30,140.3
2qb,camerondicker,2026-08-30,139.2
2qb,camlittle,2026-08-30,152.4
2qb,camskattebo,2026-08-30,52.8
2qb,camward,2026-08-30,100.5
2qb,carnelltate,2026-08-30,92.1
2qb,carsonbeck,2026-08-30,142.7
2qb,ceedeelamb,2026-08-30,25.1
2qb,chasebrown,2026-08-30,29.7
2qb,chasemclaughlin,2026-08-30,150.1
2qb,chigokonkwo,2026-08-30,145.4
2qb,chimeredike,2026-08-30,125.9
2qb,chrisboswell,2026-08-30,149.6
2qb,chrisgodwin,2026-08-30,100.5
2qb,chrisolave,2026-08-30,41.3
2qb,chrisrodriguez,2026-08-30,150.9
2qb,christianmccaffrey,2026-08-30,10.0
2qb,christianwatson,2026-08-30,73.9
2qb,chubahubbard,2026-08-30,97.8
2qb,cjstroud,2026-08-30,73.8
2qb,colstonloveland,2026-08-30,82.0
2qb,cooperkupp,2026-08-30,164.1
2qb,courtlandsutton,2026-08-30,79.9
2qb,dakprescott,2026-08-30,13.8
2qb,dallasgoedert,2026-08-30,112.0
2qb,daltonkincaid,2026-08-30,142.5
2qb,dandreswift,2026-08-30,58.5
2qb,danieljones,2026-08-30,74.3
2qb,darnellwashington,2026-08-30,170.4
2qb,davanteadams,2026-08-30,52.2
2qb,davidmontgomery,2026-08-30,72.7
2qb,deebosamuel,2026-08-30,115.9
2qb,denzelboston,2026-08-30,158.0
2qb,derrickhenry,2026-08-30,10.4
2qb,deshaunwatson,2026-08-30,139.6
2qb,devonachane,2026-08-30,20.5
2qb,devontasmith,2026-08-30,55.3
2qb,dezhaunstribling,2026-08-30,134.7
2qb,djmoore,2026-08-30,68.4
2qb,dkmetcalf,2026-08-30,82.3
2qb,dontayvionwicks,2026-08-30,156.9
2qb,drakelondon,2026-08-30,24.3
2qb,drakemaye,2026-08-30,7.4
2qb,dylansampson,2026-08-30,140.2
2qb,eddypineiro,2026-08-30,154.3
2qb,emekaegbuka,2026-08-30,50.7
2qb,evanmcpherson,2026-08-30,152.6
2qb,fernandomendoza,2026-08-30,132.2
2qb,garrettwilson,2026-08-30,58.7
2qb,genosmith,2026-08-30,120.8
2qb,georgekittle,2026-08-30,127.6
2qb,georgepickens,2026-08-30,33.0
2qb,germiebernard,2026-08-30,147.5
2qb,haroldfannin,2026-08-30,106.8
2qb,harrisonbutker,2026-08-30,158.9
2qb,harrisonmevis,2026-08-30,144.4
2qb,hunterhenry,2026-08-30,149.6
2qb,isaacteslaa,2026-08-30,160.3
2qb,isaiahlikely,2026-08-30,139.7
2qb,isiahpacheco,2026-08-30,143.1
2qb,jacobybrissett,2026-08-30,111.5
2qb,jacorycroskeymerritt,2026-08-30,107.4
2qb,jadarianprice,2026-08-30,86.0
2qb,jahmyrgibbs,2026-08-30,1.8
2qb,jakebates,2026-08-30,144.6
2qb,jakeelliott,2026-08-30,162.6
2qb,jakeferguson,2026-08-30,138.7
2qb,jakobilane,2026-08-30,155.2
2qb,jakobimeyers,2026-08-30,103.2
2qb,jalencoker,2026-08-30,137.5
2qb,jalenhurts,2026-08-30,17.3
2qb,jalenmcmillan,2026-08-30,146.8
2qb,jalennailor,2026-08-30,155.0
2qb,jamarrchase,2026-08-30,6.4
2qb,jamesconner,2026-08-30,143.0
2qb,jamescook,2026-08-30,15.1
2qb,jamesonwilliams,2026-08-30,52.6
2qb,jaredgoff,2026-08-30,24.9
2qb,jasonmyers,2026-08-30,133.2
2qb,jauanjennings,2026-08-30,152.6
2qb,javontewilliams,2026-08-30,46.0
2qb,jaxonsmithnjigba,2026-08-30,8.3
2qb,jaxsondart,2026-08-30,31.4
2qb,jaydendaniels,2026-08-30,14.1
2qb,jaydenhiggins,2026-08-30,136.0
2qb,jaydenreed,2026-08-30,105.0
2qb,jaylenwaddle,2026-08-30,72.9
2qb,jaylenwarren,2026-08-30,91.9
2qb,jeremiyahlove,2026-08-30,48.6
2qb,jerryjeudy,2026-08-30,141.7
2qb,jjmccarthy,2026-08-30,146.2
2qb,jkdobbins,2026-08-30,94.8
2qb,joeburrow,2026-08-30,9.5
2qb,johnmetchie,2026-08-30,144.3
2qb,jonahcoleman,2026-08-30,139.7
2qb,jonathantaylor,2026-08-30,5.5
2qb,jonathonbrooks,2026-08-30,114.8
2qb,jordanaddison,2026-08-30,100.6
2qb,jordanlove,2026-08-30,60.1
2qb,jordanmason,2026-08-30,119.0
2qb,jordyntyson,2026-08-30,118.0
2qb,joshallen,2026-08-30,1.8
2qb,joshdowns,2026-08-30,120.3
2qb,joshjacobs,2026-08-30,34.8
2qb,justinherbert,2026-08-30,25.6
2qb,justinjefferson,2026-08-30,28.0
2qb,juwanjohnson,2026-08-30,150.6
2qb,kaelonblack,2026-08-30,139.3
2qb,kaimifairbairn,2026-08-30,134.9
2qb,kayshonboutte,2026-08-30,164.5
2qb,kcconcepcion,2026-08-30,135.6
2qb,keatonmitchell,2026-08-30,141.2
2qb,keenanallen,2026-08-30,157.2
2qb,kennethwalker,2026-08-30,37.6
2qb,kennygainwell,2026-08-30,129.5
2qb,kenyonsadiq,2026-08-30,137.6
2qb,khalilshakir,2026-08-30,135.0
2qb,kirkcousins,2026-08-30,146.2
2qb,kylemonangai,2026-08-30,112.6
2qb,kylepitts,2026-08-30,112.9
2qb,kylermurray,2026-08-30,52.4
2qb,kyrenwilliams,2026-08-30,39.1
2qb,laddmcconkey,2026-08-30,65.6
2qb,lamarjackson,2026-08-30,8.5
2qb,lutherburden,2026-08-30,79.7
2qb,makailemon,2026-08-30,121.8
2qb,malachifields,2026-08-30,162.9
2qb,maliknabers,2026-08-30,46.9
2qb,malikwashington,2026-08-30,164.5
2qb,malikwillis,2026-08-30,83.7
2qb,markandrews,2026-08-30,124.9
2qb,marshawnlloyd,2026-08-30,146.4
2qb,marvinharrison,2026-08-30,84.4
2qb,matthewgolden,2026-08-30,120.5
2qb,matthewstafford,2026-08-30,17.2
2qb,michaelpenix,2026-08-30,141.2
2qb,michaelpittman,2026-08-30,108.8
2qb,michaelwilson,2026-08-30,98.4
2qb,mikeevans,2026-08-30,75.3
2qb,mikewashington,2026-08-30,148.2
2qb,nickfolk,2026-08-30,157.5
2qb,nicocollins,2026-08-30,36.3
2qb,omarcooper,2026-08-30,167.8
2qb,omarionhampton,2026-08-30,38.8
2qb,orondegadsden,2026-08-30,134.9
2qb,parkerwashington,2026-08-30,85.6
2qb,patfreiermuth,2026-08-30,136.2
2qb,patrickmahomes,2026-08-30,24.0
2qb,pukanacua,2026-08-30,4.7
2qb,quentinjohnston,2026-08-30,95.5
2qb,quinshonjudkins,2026-08-30,67.0
2qb,rachaadwhite,2026-08-30,129.2
2qb,rasheerice,2026-08-30,30.5
2qb,rashidshaheed,2026-08-30,130.9
2qb,rashodbateman,2026-08-30,146.1
2qb,rhamondrestevenson,2026-08-30,87.7
2qb,rickypearsall,2026-08-30,130.3
2qb,ricodowdle,2026-08-30,91.9
2qb,rjharvey,2026-08-30,119.1
2qb,romeodoubs,2026-08-30,123.2
2qb,romeodunze,2026-08-30,62.0
2qb,samdarnold,2026-08-30,58.5
2qb,samlaporta,2026-08-30,117.6
2qb,saquonbarkley,2026-08-30,24.5
2qb,shedeursanders,2026-08-30,139.5
2qb,stefondiggs,2026-08-30,115.3
2qb,tankbigsby,2026-08-30,152.8
2qb,tankdell,2026-08-30,161.7
2qb,teehiggins,2026-08-30,51.4
2qb,terrymclaurin,2026-08-30,64.2
2qb,tetairoamcmillan,2026-08-30,52.2
2qb,theowease,2026-08-30,144.1
2qb,tonypollard,2026-08-30,82.9
2qb,travisetienne,2026-08-30,57.0
2qb,travishunter,2026-08-30,153.0
2qb,traviskelce,2026-08-30,138.8
2qb,treharris,2026-08-30,160.2
2qb,tretucker,2026-08-30,139.0
2qb,treveyonhenderson,2026-08-30,75.2
2qb,trevorlawrence,2026-08-30,19.8
2qb,treymcbride,2026-08-30,64.3
2qb,treysmack,2026-08-30,162.7
2qb,tuatagovailoa,2026-08-30,137.1
2qb,tuckerkraft,2026-08-30,100.8
2qb,tyjaespears,2026-08-30,147.3
2qb,tylerallgeier,2026-08-30,156.8
2qb,tylerbass,2026-08-30,156.9
2qb,tylerloop,2026-08-30,150.8
2qb,tylershough,2026-08-30,49.3
2qb,tylerwarren,2026-08-30,90.1
2qb,tyronetracy,2026-08-30,157.3
2qb,wandalerobinson,2026-08-30,122.9
2qb,willreichard,2026-08-30,155.4
2qb,willutz,2026-08-30,162.4
2qb,woodymarks,2026-08-30,148.5
2qb,xavierworthy,2026-08-30,107.6
2qb,zachcharbonnet,2026-08-30,141.3
2qb,zayflowers,2026-08-30,41.8
half-ppr,ATL,2026-08-30,163.4
half-ppr,BAL,2026-08-30,166.9
half-ppr,BUF,2026-08-30,166.4
half-ppr,CHI,2026-08-30,168.9
half-ppr,CIN,2026-08-30,186.0
half-ppr,CLE,2026-08-30,162.5
half-ppr,DAL,2026-08-30,144.8
half-ppr,DEN,2026-08-30,94.6
half-ppr,DET,2026-08-30,128.7
half-ppr,HOU,2026-08-30,98.3
half-ppr,JAX,2026-08-30,161.9
half-ppr,LA,2026-08-30,113.1
half-ppr,LAC,2026-08-30,141.7
half-ppr,MIN,2026-08-30,106.4
half-ppr,NE,2026-08-30,132.7
half-ppr,NO,2026-08-30,182.4
half-ppr,NYG,2026-08-30,163.0
half-ppr,PHI,2026-08-30,137.9
half-ppr,PIT,2026-08-30,134.6
half-ppr,SEA,2026-08-30,80.5
half-ppr,TEN,2026-08-30,178.6
half-ppr,aaronjones,2026-08-30,111.6
half-ppr,adonaimitchell,2026-08-30,160.9
half-ppr,ajbrown,2026-08-30,18.0
half-ppr,alecpierce,2026-08-30,62.7
half-ppr,alvinkamara,2026-08-30,157.7
half-ppr,amonrastbrown,2026-08-30,7.7
half-ppr,andyborregales,2026-08-30,175.4
half-ppr,ashtonjeanty,2026-08-30,24.3
half-ppr,bakermayfield,2026-08-30,135.7
half-ppr,bhayshultuten,2026-08-30,53.0
half-ppr,bijanrobinson,2026-08-30,2.3
half-ppr,blakecorum,2026-08-30,120.7
half-ppr,blakegrupe,2026-08-30,159.0
half-ppr,bonix,2026-08-30,114.2
half-ppr,braelonallen,2026-08-30,154.5
half-ppr,brandonaubrey,2026-08-30,133.3
half-ppr,breecehall,2026-08-30,33.1
half-ppr,brentonstrange,2026-08-30,168.1
half-ppr,brianrobinson,2026-08-30,162.3
half-ppr,brianthomas,2026-08-30,70.9
half-ppr,brockbowers,2026-08-30,42.9
half-ppr,brockpurdy,2026-08-30,86.9
half-ppr,bryceyoung,2026-08-30,174.0
half-ppr,buckyirving,2026-08-30,47.7
half-ppr,cairosantos,2026-08-30,184.6
half-ppr,calebdouglas,2026-08-30,167.3
half-ppr,calebwilliams,2026-08-30,92.1
half-ppr,calvinridley,2026-08-30,140.2
half-ppr,camerondicker,2026-08-30,141.2
half-ppr,camlittle,2026-08-30,149.0
half-ppr,camskattebo,2026-08-30,39.7
half-ppr,camward,2026-08-30,163.6
half-ppr,carnelltate,2026-08-30,76.0
half-ppr,ceedeelamb,2026-08-30,12.5
half-ppr,chasebrown,2026-08-30,14.7
half-ppr,chasemclaughlin,2026-08-30,146.6
half-ppr,chigokonkwo,2026-08-30,167.2
half-ppr,chrisgodwin,2026-08-30,76.6
half-ppr,chrisolave,2026-08-30,22.3
half-ppr,chrisrodriguez,2026-08-30,152.7
half-ppr,christianmccaffrey,2026-08-30,6.9
half-ppr,christianwatson,2026-08-30,55.9
half-ppr,chubahubbard,2026-08-30,86.6
half-ppr,cjstroud,2026-08-30,158.3
half-ppr,colstonloveland,2026-08-30,60.8
half-ppr,cooperkupp,2026-08-30,150.4
half-ppr,courtlandsutton,2026-08-30,60.3
half-ppr,cyrusallen,2026-08-30,143.3
half-ppr,dakprescott,2026-08-30,64.0
half-ppr,dallasgoedert,2026-08-30,96.4
half-ppr,daltonkincaid,2026-08-30,147.1
half-ppr,daltonschultz,2026-08-30,178.5
half-ppr,dandreswift,2026-08-30,43.4
half-ppr,danieljones,2026-08-30,164.5
half-ppr,dariusslayton,2026-08-30,151.8
half-ppr,davanteadams,2026-08-30,37.2
half-ppr,davidmontgomery,2026-08-30,56.4
half-ppr,deebosamuel,2026-08-30,102.3
half-ppr,denzelboston,2026-08-30,139.0
half-ppr,derrickhenry,2026-08-30,9.8
half-ppr,devaughnvele,2026-08-30,162.8
half-ppr,devonachane,2026-08-30,11.5
half-ppr,devontasmith,2026-08-30,31.0
half-ppr,dezhaunstribling,2026-08-30,127.6
half-ppr,djmoore,2026-08-30,46.3
half-ppr,dkmetcalf,2026-08-30,64.6
half-ppr,dontayvionwicks,2026-08-30,159.7
half-ppr,drakelondon,2026-08-30,12.5
half-ppr,drakemaye,2026-08-30,51.3
half-ppr,dylansampson,2026-08-30,169.2
half-ppr,eddypineiro,2026-08-30,160.4
half-ppr,emekaegbuka,2026-08-30,33.9
half-ppr,emmettjohnson,2026-08-30,157.0
half-ppr,evanmcpherson,2026-08-30,173.0
half-ppr,garrettwilson,2026-08-30,31.2
half-ppr,georgekittle,2026-08-30,98.4
half-ppr,georgepickens,2026-08-30,19.1
half-ppr,haroldfannin,2026-08-30,81.5
half-ppr,harrisonbutker,2026-08-30,169.4
half-ppr,harrisonmevis,2026-08-30,149.3
half-ppr,hunterhenry,2026-08-30,161.9
half-ppr,isaacteslaa,2026-08-30,173.1
half-ppr,isaiahlikely,2026-08-30,136.0
half-ppr,isiahpacheco,2026-08-30,153.9
half-ppr,jacorycroskeymerritt,2026-08-30,103.0
half-ppr,jadarianprice,2026-08-30,73.1
half-ppr,jahmyrgibbs,2026-08-30,1.5
half-ppr,jakebates,2026-08-30,145.0
half-ppr,jakeferguson,2026-08-30,137.2
half-ppr,jakobilane,2026-08-30,162.9
half-ppr,jakobimeyers,2026-08-30,87.4
half-ppr,jalencoker,2026-08-30,117.8
half-ppr,jalenhurts,2026-08-30,80.4
half-ppr,jalenmcmillan,2026-08-30,134.5
half-ppr,jalennailor,2026-08-30,150.7
half-ppr,jamarrchase,2026-08-30,4.0
half-ppr,jamescook,2026-08-30,9.3
half-ppr,jamesonwilliams,2026-08-30,39.9
half-ppr,jaredgoff,2026-08-30,99.4
half-ppr,jasonmyers,2026-08-30,131.5
